收容編號,進所日期,捕獲鄉鎮市,進所原因,年齡,性別,毛色,品種,體型,絕育,晶片號碼,位置,籠舍,url,image_url
051210,104年05月12日,"旗山區  太平里",本所捕獲,6月齡-1歲,母,黃,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23343&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051210/6EA07A770A54439F889FC3B93B64F989.JPG
051213,104年05月12日,"岡山區  為隨路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,隔離區-隔3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23346&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051213/6AED2AA8CD3D462AB7C39D3C2D8957C6.JPG
051202,104年05月12日,"永安區  火力發電場",民眾送交,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23335&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051202/C536B43BDFC14205AC9866200DC158C9.JPG
051208,104年05月12日,"旗山區  東平里",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,燕巢園區,哺乳區-哺3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23341&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051208/13C774BE7710429BA169C6FEFAC48E4B.JPG
051211,104年05月12日,"橋頭區  復興路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,隔離區-隔3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23344&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051211/B40D7A43B3304A56AD226B1778CF1E55.JPG
051214,104年05月12日,"岡山區  為隨路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,隔離區-隔3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23347&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051214/C4A8E0B2CD1145F494C000A51108FEAC.JPG
051215,104年05月12日,"岡山區  為隨路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,隔離區-隔3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23348&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051215/F656C333758C4B168EDD79FC38E93AE6.JPG
051218,104年05月12日,"岡山區  為隨路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,燕巢園區,隔離區-隔3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23351&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051218/696348828D7E40FAB2D7D23FD20A9677.JPG
0512H3,104年05月12日,"大寮區  內坑路",本所捕獲,3月齡以下,公,白,混種狗,小,否,無,壽山園區,大犬舍-幼3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23328&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0512H3/1DC377AC9D224E9FB7399E13C865D63A.JPG
051103,104年05月11日,"彌陀區  進學路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,認養區-認4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23312&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051103/B13CD043B20F47529A9E600FD20FAAEA.JPG
051216,104年05月12日,"岡山區  為隨路",本所捕獲,3月齡以下,公,黃,混種狗,小,否,無,燕巢園區,隔離區-隔3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23349&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051216/0256D5EC1A5C4E2FBD752588C4F4DFD0.JPG
0512B1-3,104年05月12日,"大寮區  內坑路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,小木屋-領1-3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23329&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0512B1-3/4CB76CD98AAA4703BDF45FCC8588D409.JPG
051101,104年05月11日,"彌陀區  進學路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,認養區-認4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23310&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051101/8FFFD3F0643A4D21B5C0D7380B972997.JPG
051104,104年05月11日,"彌陀區  進學路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,燕巢園區,認養區-認4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23313&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051104/C685108ED8884E8CBFCEBFF2015F4D45.JPG
051217,104年05月12日,"岡山區  為隨路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,燕巢園區,隔離區-隔3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23350&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051217/8F2F7161FC3A431BB4334A7AE747B5F6.JPG
0512C3,104年05月12日,"苓雅區  中正一路",民眾送交,3月齡以下,母,花,混種貓,大,否,無,壽山園區,貓舍-貓房3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23331&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0512C3/9EAE6141319446098A0D1882E86D8AC9.JPG
051102,104年05月11日,"彌陀區  進學路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,認養區-認4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23311&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051102/D8D4A3C78B5F40F2983013BBCA048BCB.JPG
051105,104年05月11日,"彌陀區  進學路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,認養區-認4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23314&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051105/198C1BE6682E46D6812268E382001830.JPG
051106,104年05月11日,"彌陀區  文安里",本所捕獲,6月齡-1歲,母,黑,混種狗,中,否,無,燕巢園區,運動場-運3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23315&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051106/0F098ADB4E73446EBA5B8E55D60B5489.JPG
051109,104年05月11日,"阿蓮區  石安里",本所捕獲,3-7歲,公,棕,混種狗,大,否,無,燕巢園區,公舍-公2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23318&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051109/64A133F5EB7B489E80837E6358D424F5.JPG
0511F,104年05月11日,"大寮區  大寮路",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,壽山園區,醫務室-醫道2下,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23308&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0511F/5C58AFDEDB67438291BF3A0D3B78D916.JPG
0510A19,104年05月10日,"新興區  同心路",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待19,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23300&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0510A19/3204FCD9C63645ED86171A20BC603E39.JPG
051107,104年05月11日,"阿蓮區  石安里",本所捕獲,3-7歲,母,黑,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23316&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051107/70C5C052F5A24672A70A70AE1F566496.JPG
0511A20,104年05月11日,"楠梓區  都會公園",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23324&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0511A20/DF7485F73DDC46B3A3525455001EA694.JPG
0511H1,104年05月11日,"鼓山區  萬壽路",民眾送交,3月齡以下,公,黃,混種狗,小,否,無,壽山園區,大犬舍-幼1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23304&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0511H1/9B7DC0E52DA94180B0180C952C312111.JPG
0510A20,104年05月10日,"仁武區  澄仁東街",本所捕獲,7歲以上,母,黑,混種狗,大,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23301&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0510A20/B48740CB5CD94DD3871339ED9F0C2C89.JPG
051108,104年05月11日,"阿蓮區  石安里",本所捕獲,3-7歲,公,黑,混種狗,大,否,無,燕巢園區,公舍-公2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23317&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/051108/82EBB08366324B75A99E4245BF366F2C.JPG
0511A9,104年05月11日,九如一路,本所捕獲,3-7歲,公,黑,混種狗,大,否,無,壽山園區,大犬舍-待9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23322&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0511A9/17E12BA209704BE181A2D7C01C7F1E3C.JPG
0511H1-1,104年05月11日,"苓雅區  三多路",本所捕獲,3-6月齡,母,黃,混種狗,小,否,無,壽山園區,大犬舍-幼1,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23323&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0511H1-1/222CB32E1DC249E6836A8134F00CC72E.JPG
0509A19,104年05月09日,"鳳山區  自由路",本所捕獲,3-7歲,公,花,混種狗,大,否,無,壽山園區,大犬舍-待19,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23299&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0509A19/6001990642AC49B0B781F16082D690C8.JPG
0509A8,104年05月09日,"楠梓區  土庫二路",本所捕獲,3-7歲,公,虎斑,混種狗,大,否,無,壽山園區,大犬舍-待8,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23298&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0509A8/3763DD1C5CE34AA6A5E0BA0FB14AAAC2.JPG
0508A1-3-1,104年05月08日,"大樹區  竹寮路",本所捕獲,3月齡以下,母,棕,混種狗,小,否,無,壽山園區,小木屋-領1-3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23271&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A1-3-1/500906EC37C14CEEB531F44B6C9ADAFC.JPG
0508A17,104年05月08日,"左營區  軍區",民眾送交,6月齡-1歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待17,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23265&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A17/B4D079D184B24D45AA47AEA1EDF8BF2D.JPG
0508A20-2,104年05月08日,"鳥松區  第四公墓",本所捕獲,3月齡以下,母,虎斑,混種狗,小,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23281&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A20-2/B8F41D19B05F4897997E27816924FC77.JPG
0509C4-2,104年05月09日,"鹽埕區  河西路",民眾送交,3月齡以下,公,黑,混種貓,小,否,無,壽山園區,貓舍-備5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23291&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0509C4-2/A43E8BB73CD94A949DF0CD650355EDF0.JPG
0508A1-3-3,104年05月08日,"大樹區  竹寮路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,小木屋-領1-3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23269&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A1-3-3/4DA7925FBD8048B391A69536ACFA2A58.JPG
0508A19,104年05月08日,"大樹區  竹寮路",本所捕獲,"1-3 歲",母,黃,混種狗,大,否,無,壽山園區,大犬舍-待19,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23267&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A19/DFBCBC69EB424B4DBB4CF2CE987DAADA.JPG
0508A20-3,104年05月08日,"大樹區  三和路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23280&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A20-3/5377B6510E55447F97CD1991650DD0FA.JPG
050801,104年05月08日,"彌陀區  過港路",本所捕獲,3-7歲,公,黃,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23275&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050801/865DA6DA42C94F5DAAD6A9A594BC17D6.JPG
0508A16,104年05月08日,莊敬國校,本所捕獲,"1-3 歲",母,黃,混種狗,中,否,無,壽山園區,大犬舍-待16,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23278&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A16/C422118A6E3E425393D7EE4CE88F12D1.JPG
0508A20-1,104年05月08日,"鳥松區  第四公墓",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23282&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A20-1/76CF4DC3E8F84818B23B202A4AF3986C.JPG
0508A20-4,104年05月08日,"大樹區  大坑路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,壽山園區,大犬舍-待20,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23279&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A20-4/C7A10C717812421E90383389AA338F43.JPG
0508A4,104年05月08日,莊敬國小,本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,壽山園區,大犬舍-待4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23276&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A4/3EF8971C7BD04940B7BDEB0816F9B443.JPG
050702,104年05月07日,"六龜區  荖濃里",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,隔離區-隔11,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23234&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050702/8E772ABD07494607A598851E44733497.JPG
050706,104年05月07日,"六龜區  荖濃里",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,認養區-認10,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23240&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050706/18696257A7234ADA9CDBE7BC8AF4B8B3.JPG
050711,104年05月07日,"六龜區  荖濃里",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,哺乳區-哺2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23245&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050711/FDA513CAB6F344A9AAE85244C7094FF1.JPG
0508A9,104年05月08日,"左營區  軍區",民眾送交,"1-3 歲",公,黑,混種狗,大,否,無,壽山園區,大犬舍-待9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23264&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A9/3A46F2145A2F4BC8BC880139E75318BD.JPG
050704,104年05月07日,"六龜區  荖濃里",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,認養區-認10,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23237&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050704/BA3900EE48E843B5AD0DE9E9CBDC37FA.JPG
050709,104年05月07日,"六龜區  荖濃里",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,燕巢園區,認養區-認10,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23243&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050709/BEEFE50A8DB440A88E73132A6912AB96.JPG
050712,104年05月07日,"六龜區  荖濃里",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,哺乳區-哺2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23246&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050712/D0239D23176A40289AA7A30C0D9FFF19.JPG
0508A9-1,104年05月08日,建國三路,本所捕獲,"1-3 歲",公,花,混種狗,大,否,無,壽山園區,大犬舍-待9,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23277&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0508A9-1/A9-1.JPG
050705,104年05月07日,"六龜區  荖濃里",本所捕獲,3月齡以下,公,黃,混種狗,小,否,無,燕巢園區,認養區-認10,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23238&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050705/C796B357567B4BE78F2E1E4D62FBB365.JPG
050710,104年05月07日,"六龜區  荖濃里",本所捕獲,3月齡以下,公,黃,混種狗,小,否,無,燕巢園區,哺乳區-哺2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23244&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050710/B7661DE787E646D28569689E847B1BAB.JPG
050714,104年05月07日,"彌陀區  舊港里",本所捕獲,3-7歲,公,黃,混種狗,大,否,90010800075○○○○,燕巢園區,隔離區-隔10,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23236&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050714/19204DADC49641588CFD3C2C9236D871.JPG
050715,104年05月07日,"橋頭區  成功南路",本所捕獲,3-7歲,母,虎斑,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23239&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050715/050715.JPG
0507A19,104年05月07日,"小港區  平和南路",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待19,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23249&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0507A19/554DB0197D4B4DBBBC5A271DEBC367E4.JPG
050601,104年05月06日,"美濃區  泰安路",本所捕獲,"1-3 歲",公,黑,混種狗,大,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23201&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050601/48E7EE9F55804A34B3C57B8D5D7D6CE4.JPG
050606,104年05月06日,"燕巢區  尖山里",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,隔離區-隔3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23206&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050606/5BF73E8238034E5FBF73A2203D38AC93.JPG
0507A16,104年05月07日,"小港區  港美街",本所捕獲,6月齡-1歲,母,黑,混種狗,中,否,無,壽山園區,大犬舍-待16,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23251&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0507A16/CC7CA2B1690B431590F1A668D856A4CA.JPG
0507A5,104年05月07日,"小港區  台糖路",本所捕獲,6月齡-1歲,公,黑,混種狗,中,否,無,壽山園區,大犬舍-待5,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23252&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0507A5/520972B0685947AAB74AB91A06CABD06.JPG
050603,104年05月06日,"燕巢區  尖山里",本所捕獲,"1-3 歲",母,黃,混種狗,中,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23203&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050603/B0C9A4DDC209463F8413F09D9895AC36.JPG
050607,104年05月06日,"燕巢區  尖山里",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,哺乳區-哺2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23207&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050607/301AA41E23804AA6818BF36779554663.jpg
0507A18,104年05月07日,"鳥松區  神農路",本所捕獲,3-7歲,母,黃,混種狗,大,否,無,壽山園區,大犬舍-待18,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23250&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0507A18/0194B1F4BE1C4422983D8E78ABC53BFD.JPG
0507J4-1,104年05月07日,"茄萣區  民族路",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,壽山園區,熟區-熟4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23233&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/0507J4-1/094A864A454E40D993ACAF05E382CB6C.JPG
050605,104年05月06日,"燕巢區  尖山里",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,隔離區-隔3,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23205&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050605/94EBA38C1FBA43E5AC6F668628206464.JPG
050608,104年05月06日,"燕巢區  尖山里",本所捕獲,3月齡以下,公,黑,混種狗,小,否,無,燕巢園區,哺乳區-哺2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23208&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050608/E84A5A95AE5646DDA9EEC054968C1DBA.jpg
050609,104年05月06日,"燕巢區  尖山里",本所捕獲,3月齡以下,母,花,混種狗,小,否,無,燕巢園區,哺乳區-哺2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23209&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050609/B5802181E95F48E1AAA3FFF52314C087.JPG
050615,104年05月06日,"永安區  勝一路",本所捕獲,3月齡以下,母,黑,混種狗,小,否,無,燕巢園區,認養區-認14,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23215&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050615/B600E07093ED4C7AA3BFEC9EA70E9482.JPG
050618,104年05月06日,"永安區  勝一路",本所捕獲,3月齡以下,公,棕,混種狗,小,否,無,燕巢園區,認養區-認14,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23218&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050618/F032BA6D6BC3451C87112E5C1881870E.JPG
050506,104年05月05日,"旗山區  太平里",本所捕獲,6月齡-1歲,公,黃,混種狗,中,否,無,燕巢園區,公舍-公4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23164&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050506/CBD5103138F545FBABE8880EC682D011.JPG
050610,104年05月06日,"燕巢區  尖山里",本所捕獲,3月齡以下,母,花,混種狗,小,否,無,燕巢園區,哺乳區-哺2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23210&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050610/E4A6558BF7214F108C38336049BC3F27.JPG
050616,104年05月06日,"岡山區  致遠路",本所捕獲,3月齡以下,母,黃,混種狗,小,否,無,燕巢園區,認養區-認14,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23216&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050616/22FD86884D574F4CAA2C2AC410B2871D.JPG
050619,104年05月06日,"美濃區  泰安路",本所捕獲,6月齡-1歲,母,黃,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23219&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050619/B960A21EC6954B1C89DFD15AA0C74BC5.JPG
050508,104年05月05日,"旗山區  大林里",本所捕獲,"1-3 歲",母,黑,混種狗,大,否,無,燕巢園區,運動場-運4,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23167&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050508/54C4F7C451C440A3A7765FB4E9DB2A75.JPG
050611,104年05月06日,"燕巢區  尖山里",本所捕獲,3月齡以下,公,花,混種狗,小,否,無,燕巢園區,哺乳區-哺2,http://asms.wsn.com.tw/KS/ieland/el_LoseDetail.aspx?ID=23211&fn=Photo&tn=SheltersReco,http://asms.wsn.com.tw/KS/Upload/050611/2FCAFEF0FF924A20AA64ABBC59E87EB5.JPG
